Flight_ID,Airline,Source_Airport,Destination_Airport,Departure_Time,Departure_Period,Arrival_Time,Arrival_Period,Duration,Distance_km,Aircraft_Type,Ticket_Price_PKR,Delay_Minutes,Status,Airline_Frequency
SE735,FlyJinnah,PEW,ISB,2025-10-25 01:29,Night,2025-10-25 02:44,Night,4h 52m,1372,Boeing 737,19889,60,Delayed,257
SE784,FlyJinnah,ISB,UET,2025-10-28 13:29,Afternoon,2025-10-28 17:23,Evening,4h 50m,1204,Airbus A320,43179,0,Cancelled,257
FL810,AirBlue,UET,LHE,2025-10-13 02:16,Night,2025-10-13 06:09,Morning,1h 38m,1309,Boeing 737,26764,0,Delayed,290
AI190,AirBlue,KHI,PEW,2025-10-19 10:34,Morning,2025-10-19 11:45,Morning,3h 33m,721,Boeing 737,16351,120,On-Time,290
AI721,AirBlue,LHE,UET,2025-10-03 11:59,Morning,2025-10-03 16:02,Afternoon,4h 4m,1215,Airbus A321,50765,5,Delayed,290
SE768,AirBlue,LHE,PEW,2025-10-19 10:43,Morning,2025-10-19 14:10,Afternoon,3h 30m,720,Airbus A321,20899,120,On-Time,290
FL530,AirBlue,PEW,KHI,2025-10-02 20:22,Evening,2025-10-02 22:43,Night,3h 6m,773,Boeing 737,44606,60,On-Time,290
AI391,FlyJinnah,PEW,LHE,2025-10-01 12:47,Afternoon,2025-10-01 15:18,Afternoon,2h 24m,761,Boeing 737,12494,15,Cancelled,257
FL641,AirSial,MUX,LHE,2025-10-01 08:44,Morning,2025-10-01 09:57,Morning,4h 15m,1473,Boeing 737,38153,30,Cancelled,280
AI441,SereneAir,LHE,ISB,2025-10-27 06:48,Morning,2025-10-27 08:41,Morning,4h 0m,459,Boeing 737,16102,0,On-Time,244
AI604,SereneAir,UET,SKZ,2025-10-19 03:18,Night,2025-10-19 05:52,Morning,1h 50m,991,Airbus A320,42001,0,Delayed,244
SE122,SereneAir,UET,MUX,2025-10-23 23:35,Night,2025-10-24 03:02,Night,1h 34m,984,Airbus A321,33229,15,Cancelled,244
AI262,AirSial,PEW,ISB,2025-10-24 21:27,Night,2025-10-25 02:10,Night,3h 59m,1496,Boeing 737,11908,5,On-Time,280
FL946,AirBlue,LYP,UET,2025-10-03 08:56,Morning,2025-10-03 12:39,Afternoon,3h 34m,930,Boeing 737,32510,30,Cancelled,290
FL407,FlyJinnah,LHE,KHI,2025-10-23 19:39,Evening,2025-10-24 00:01,Night,2h 27m,1429,Airbus A320,32490,0,On-Time,257
AI367,AirSial,SKZ,KHI,2025-10-24 05:18,Morning,2025-10-24 09:56,Morning,1h 11m,543,Airbus A321,49923,120,On-Time,280
SE165,FlyJinnah,MUX,ISB,2025-10-18 19:23,Evening,2025-10-18 23:56,Night,2h 6m,680,Airbus A320,50384,15,Cancelled,257
AI110,SereneAir,LHE,SKZ,2025-10-17 06:23,Morning,2025-10-17 07:53,Morning,3h 8m,1478,Airbus A321,18254,5,Delayed,244
SE858,FlyJinnah,LHE,MUX,2025-10-24 09:32,Morning,2025-10-24 13:04,Afternoon,1h 34m,514,Airbus A321,26249,0,Cancelled,257
PI926,FlyJinnah,MUX,PEW,2025-10-07 19:29,Evening,2025-10-07 21:13,Night,3h 6m,574,Airbus A320,30926,120,On-Time,257
FL517,PIA,SKZ,LHE,2025-10-07 07:34,Morning,2025-10-07 10:45,Morning,2h 0m,696,Boeing 737,25805,60,On-Time,240
SE814,AirSial,LHE,ISB,2025-10-27 20:00,Evening,2025-10-27 22:12,Night,4h 43m,917,Boeing 737,53061,30,Delayed,280
AI236,AirSial,ISB,MUX,2025-10-15 05:29,Morning,2025-10-15 08:42,Morning,3h 46m,1291,Airbus A321,39635,120,Cancelled,280
AI671,PIA,KHI,SKZ,2025-10-06 01:09,Night,2025-10-06 02:32,Night,3h 20m,647,ATR 72,11631,60,Delayed,240
AI330,AirSial,UET,ISB,2025-10-03 00:53,Night,2025-10-03 02:18,Night,2h 40m,1465,Boeing 737,34374,30,On-Time,280
AI773,SereneAir,SKZ,LHE,2025-10-30 04:56,Night,2025-10-30 07:50,Morning,1h 39m,1016,Airbus A321,11524,120,On-Time,244
FL133,PIA,LYP,SKZ,2025-10-02 21:36,Night,2025-10-03 01:17,Night,2h 51m,651,Boeing 737,41440,120,Cancelled,240
AI995,AirBlue,UET,ISB,2025-10-01 07:28,Morning,2025-10-01 11:50,Morning,3h 29m,1361,Airbus A320,16581,60,Delayed,290
AI520,AirSial,MUX,LYP,2025-10-23 06:47,Morning,2025-10-23 10:44,Morning,1h 22m,945,Boeing 737,36250,15,Delayed,280
PI568,PIA,UET,MUX,2025-10-11 21:15,Night,2025-10-11 23:03,Night,1h 55m,664,Boeing 737,31519,15,Cancelled,240
SE377,SereneAir,SKZ,LHE,2025-10-27 09:24,Morning,2025-10-27 10:34,Morning,4h 18m,375,ATR 72,24805,30,Delayed,244
FL354,SereneAir,SKZ,PEW,2025-10-19 16:14,Afternoon,2025-10-19 17:34,Evening,3h 58m,1064,ATR 72,11726,30,Cancelled,244
PI886,AirSial,KHI,UET,2025-10-29 00:08,Night,2025-10-29 03:50,Night,3h 47m,733,Airbus A320,25596,5,Delayed,280
SE218,AirBlue,SKZ,ISB,2025-10-19 02:56,Night,2025-10-19 05:49,Morning,3h 31m,717,Airbus A321,37970,120,Delayed,290
FL917,SereneAir,ISB,PEW,2025-10-12 06:07,Morning,2025-10-12 09:30,Morning,2h 32m,885,Airbus A320,23485,5,Delayed,244
AI103,FlyJinnah,UET,ISB,2025-10-02 12:13,Afternoon,2025-10-02 13:47,Afternoon,1h 40m,300,Airbus A320,30934,5,Delayed,257
PI791,AirSial,ISB,LHE,2025-10-06 02:07,Night,2025-10-06 03:31,Night,2h 31m,740,Boeing 737,13564,5,On-Time,280
AI134,AirBlue,ISB,MUX,2025-10-05 02:18,Night,2025-10-05 06:49,Morning,1h 37m,465,Airbus A321,21930,30,Delayed,290
SE924,AirSial,MUX,UET,2025-10-20 03:58,Night,2025-10-20 08:51,Morning,3h 34m,1207,ATR 72,23661,5,On-Time,280
AI398,AirBlue,KHI,UET,2025-10-03 00:42,Night,2025-10-03 01:43,Night,1h 57m,738,Airbus A321,14773,15,Delayed,290
SE379,SereneAir,LHE,PEW,2025-10-15 17:26,Evening,2025-10-15 21:15,Night,2h 9m,345,Airbus A321,19671,60,Cancelled,244
AI836,AirSial,LYP,PEW,2025-10-14 05:31,Morning,2025-10-14 08:53,Morning,4h 53m,559,Boeing 737,15711,0,Cancelled,280
AI825,AirBlue,MUX,LHE,2025-10-02 22:32,Night,2025-10-02 23:38,Night,1h 47m,1034,ATR 72,11326,60,Cancelled,290
FL418,AirSial,KHI,SKZ,2025-10-02 17:50,Evening,2025-10-02 22:18,Night,2h 36m,630,ATR 72,35194,120,On-Time,280
PI485,AirSial,UET,ISB,2025-10-07 08:01,Morning,2025-10-07 09:27,Morning,2h 48m,1358,ATR 72,25456,120,On-Time,280
AI707,FlyJinnah,LYP,LHE,2025-10-11 08:08,Morning,2025-10-11 11:38,Morning,2h 50m,1193,ATR 72,52149,30,On-Time,257
AI421,FlyJinnah,PEW,ISB,2025-10-14 21:54,Night,2025-10-14 23:13,Night,1h 38m,885,Airbus A320,31581,5,On-Time,257
SE176,AirBlue,ISB,LYP,2025-10-26 05:28,Morning,2025-10-26 08:26,Morning,2h 18m,358,Airbus A321,18430,60,Cancelled,290
PI737,PIA,LYP,KHI,2025-10-12 13:53,Afternoon,2025-10-12 16:16,Afternoon,2h 16m,643,Airbus A321,38788,0,Cancelled,240
AI420,PIA,PEW,ISB,2025-10-11 19:19,Evening,2025-10-11 21:44,Night,4h 23m,1393,Boeing 737,38014,15,On-Time,240
PI603,AirSial,PEW,KHI,2025-10-06 03:33,Night,2025-10-06 06:15,Morning,3h 43m,1377,Boeing 737,35190,0,Cancelled,280
AI184,AirBlue,LHE,PEW,2025-10-12 18:03,Evening,2025-10-12 21:59,Night,2h 57m,1215,Airbus A320,41793,0,Delayed,290
AI807,AirSial,KHI,LYP,2025-10-18 23:27,Night,2025-10-19 03:33,Night,1h 36m,1439,Airbus A320,15138,30,Delayed,280
FL596,FlyJinnah,MUX,SKZ,2025-10-23 19:32,Evening,2025-10-24 00:23,Night,2h 45m,1456,Airbus A321,48914,30,On-Time,257
PI823,PIA,ISB,SKZ,2025-10-30 12:51,Afternoon,2025-10-30 16:57,Afternoon,3h 56m,1056,Boeing 737,43787,15,Delayed,240
AI139,SereneAir,UET,LHE,2025-10-20 16:08,Afternoon,2025-10-20 18:49,Evening,1h 21m,326,Airbus A320,12724,60,Delayed,244
PI621,SereneAir,MUX,SKZ,2025-10-29 18:36,Evening,2025-10-29 20:41,Evening,3h 2m,585,Airbus A321,36090,30,Cancelled,244
AI767,SereneAir,SKZ,UET,2025-10-08 22:55,Night,2025-10-09 03:05,Night,1h 36m,1373,Boeing 737,24613,30,Delayed,244
FL717,SereneAir,ISB,LYP,2025-10-05 09:01,Morning,2025-10-05 13:49,Afternoon,2h 43m,712,Airbus A320,48628,120,Cancelled,244
SE130,PIA,UET,PEW,2025-10-30 15:41,Afternoon,2025-10-30 17:53,Evening,1h 25m,465,Airbus A320,29106,15,Delayed,240
AI710,PIA,SKZ,MUX,2025-10-20 17:34,Evening,2025-10-20 22:16,Night,2h 54m,1051,Boeing 737,28868,15,On-Time,240
PI855,AirSial,LHE,PEW,2025-10-03 04:33,Night,2025-10-03 08:58,Morning,3h 7m,713,ATR 72,42712,60,Delayed,280
AI122,FlyJinnah,LYP,LHE,2025-10-26 01:26,Night,2025-10-26 03:38,Night,4h 58m,1468,Airbus A320,47528,15,Delayed,257
AI383,FlyJinnah,PEW,MUX,2025-10-12 08:30,Morning,2025-10-12 12:21,Afternoon,2h 10m,343,Boeing 737,28629,0,Cancelled,257
PI757,FlyJinnah,MUX,LYP,2025-10-18 13:24,Afternoon,2025-10-18 14:33,Afternoon,3h 53m,1102,Airbus A321,51920,120,Delayed,257
FL673,AirBlue,ISB,LHE,2025-10-07 17:23,Evening,2025-10-07 18:48,Evening,4h 15m,1241,Airbus A321,43479,30,Delayed,290
AI727,AirBlue,KHI,ISB,2025-10-30 19:09,Evening,2025-10-30 20:47,Evening,4h 15m,536,Airbus A321,36624,15,On-Time,290
SE242,FlyJinnah,LHE,MUX,2025-10-30 11:27,Morning,2025-10-30 14:47,Afternoon,3h 1m,1342,Boeing 737,15212,15,Delayed,257
SE148,PIA,ISB,PEW,2025-10-03 16:46,Afternoon,2025-10-03 18:51,Evening,4h 59m,1042,Airbus A321,23181,15,On-Time,240
AI952,FlyJinnah,LYP,LHE,2025-10-11 12:10,Afternoon,2025-10-11 15:07,Afternoon,4h 22m,496,Airbus A320,16410,15,Cancelled,257
AI974,PIA,KHI,ISB,2025-10-17 14:48,Afternoon,2025-10-17 17:39,Evening,1h 50m,929,ATR 72,12312,15,On-Time,240
AI902,FlyJinnah,ISB,KHI,2025-10-24 14:28,Afternoon,2025-10-24 17:11,Evening,2h 25m,706,Airbus A320,32697,120,Cancelled,257
AI559,FlyJinnah,SKZ,LYP,2025-10-04 13:43,Afternoon,2025-10-04 17:17,Evening,4h 6m,714,Airbus A320,24332,0,Delayed,257
PI482,AirBlue,KHI,PEW,2025-10-28 21:58,Night,2025-10-29 02:01,Night,4h 48m,579,ATR 72,31593,0,Delayed,290
FL748,AirSial,LHE,MUX,2025-10-21 05:42,Morning,2025-10-21 08:38,Morning,1h 8m,465,Boeing 737,40346,30,Cancelled,280
AI217,FlyJinnah,MUX,UET,2025-10-03 20:37,Evening,2025-10-04 00:01,Night,1h 12m,1384,Boeing 737,42532,60,Cancelled,257
FL424,AirBlue,SKZ,LYP,2025-10-23 08:47,Morning,2025-10-23 12:29,Afternoon,3h 59m,566,ATR 72,49556,15,Delayed,290
AI999,AirBlue,PEW,ISB,2025-10-19 05:24,Morning,2025-10-19 07:14,Morning,2h 48m,1474,Airbus A321,36922,15,On-Time,290
PI346,AirBlue,SKZ,LYP,2025-10-30 18:10,Evening,2025-10-30 20:19,Evening,4h 8m,1428,Airbus A320,37923,120,Delayed,290
SE992,PIA,UET,LYP,2025-10-12 05:51,Morning,2025-10-12 09:18,Morning,3h 15m,1175,Airbus A320,34606,30,Cancelled,240
AI145,SereneAir,LYP,ISB,2025-10-24 00:42,Night,2025-10-24 02:07,Night,4h 21m,399,Airbus A321,52710,120,On-Time,244
SE128,FlyJinnah,LHE,MUX,2025-10-20 04:29,Night,2025-10-20 06:58,Morning,3h 40m,1179,Airbus A321,24947,30,On-Time,257
AI519,AirBlue,LYP,ISB,2025-10-30 07:36,Morning,2025-10-30 12:33,Afternoon,4h 54m,521,Airbus A321,16721,0,Delayed,290
AI277,AirBlue,SKZ,PEW,2025-10-21 10:25,Morning,2025-10-21 14:05,Afternoon,3h 14m,1198,Boeing 737,21602,30,Delayed,290
PI370,PIA,PEW,SKZ,2025-10-08 22:44,Night,2025-10-09 02:00,Night,1h 0m,358,ATR 72,40750,5,Cancelled,240
FL688,AirBlue,KHI,MUX,2025-10-24 13:12,Afternoon,2025-10-24 15:08,Afternoon,4h 8m,608,Airbus A321,34890,120,On-Time,290
AI767,AirSial,LHE,MUX,2025-10-12 22:49,Night,2025-10-13 03:48,Night,3h 54m,1494,Boeing 737,23526,5,Delayed,280
PI404,AirBlue,KHI,UET,2025-10-13 04:28,Night,2025-10-13 07:23,Morning,3h 24m,603,Airbus A320,10456,5,On-Time,290
PI549,AirSial,LHE,LYP,2025-10-01 20:12,Evening,2025-10-01 22:26,Night,4h 57m,1393,Boeing 737,32373,60,Delayed,280
AI915,SereneAir,LHE,PEW,2025-10-08 21:19,Night,2025-10-09 01:44,Night,3h 24m,1087,ATR 72,24606,120,Delayed,244
PI582,SereneAir,KHI,UET,2025-10-09 07:52,Morning,2025-10-09 08:59,Morning,1h 40m,1310,Airbus A321,20333,0,Delayed,244
AI459,AirBlue,LHE,SKZ,2025-10-25 15:18,Afternoon,2025-10-25 16:41,Afternoon,3h 37m,1368,Airbus A320,44897,30,Delayed,290
FL256,SereneAir,SKZ,ISB,2025-10-27 11:43,Morning,2025-10-27 13:07,Afternoon,4h 39m,1050,Boeing 737,37913,60,Delayed,244
PI252,PIA,MUX,LHE,2025-10-17 09:19,Morning,2025-10-17 10:50,Morning,4h 44m,1212,ATR 72,37185,120,Delayed,240
AI467,AirBlue,KHI,SKZ,2025-10-08 05:04,Morning,2025-10-08 09:58,Morning,3h 2m,1433,Airbus A321,51756,30,On-Time,290
FL368,AirSial,KHI,ISB,2025-10-06 10:45,Morning,2025-10-06 14:43,Afternoon,2h 1m,1131,ATR 72,31542,120,On-Time,280
PI377,AirSial,PEW,UET,2025-10-01 15:56,Afternoon,2025-10-01 17:30,Evening,1h 13m,1085,ATR 72,12664,30,Cancelled,280
FL866,AirBlue,SKZ,KHI,2025-10-18 17:23,Evening,2025-10-18 20:13,Evening,2h 33m,377,ATR 72,52265,120,On-Time,290
PI912,FlyJinnah,KHI,MUX,2025-10-04 14:41,Afternoon,2025-10-04 15:51,Afternoon,2h 35m,875,Boeing 737,39587,5,On-Time,257
FL612,AirBlue,PEW,LHE,2025-10-10 20:52,Evening,2025-10-11 01:03,Night,2h 15m,811,Boeing 737,52931,5,Delayed,290
SE618,PIA,MUX,SKZ,2025-10-01 01:56,Night,2025-10-01 06:13,Morning,2h 20m,811,Airbus A320,40613,60,Cancelled,240
AI164,AirBlue,ISB,KHI,2025-10-28 00:41,Night,2025-10-28 04:46,Night,2h 50m,1235,Boeing 737,49971,60,Delayed,290
AI138,PIA,MUX,PEW,2025-10-20 04:46,Night,2025-10-20 05:57,Morning,1h 31m,758,Boeing 737,33989,15,Cancelled,240
PI139,SereneAir,UET,ISB,2025-10-01 19:38,Evening,2025-10-02 00:16,Night,3h 54m,874,Airbus A320,51964,30,On-Time,244
AI830,AirBlue,ISB,UET,2025-10-09 04:58,Night,2025-10-09 09:42,Morning,2h 57m,1108,ATR 72,48406,15,On-Time,290
FL203,AirSial,LYP,KHI,2025-10-19 07:33,Morning,2025-10-19 08:45,Morning,1h 42m,415,Airbus A321,19745,15,On-Time,280
AI955,FlyJinnah,ISB,LHE,2025-10-06 10:06,Morning,2025-10-06 12:59,Afternoon,4h 45m,1470,Boeing 737,47019,0,Delayed,257
AI176,SereneAir,KHI,LHE,2025-10-26 02:45,Night,2025-10-26 04:59,Night,1h 48m,1069,Airbus A321,29856,15,Cancelled,244
SE967,AirBlue,KHI,LYP,2025-10-30 13:30,Afternoon,2025-10-30 14:55,Afternoon,4h 52m,484,Airbus A321,31445,5,Delayed,290
AI904,AirBlue,ISB,PEW,2025-10-23 11:46,Morning,2025-10-23 12:47,Afternoon,3h 19m,1184,Boeing 737,30329,15,On-Time,290
AI174,PIA,SKZ,PEW,2025-10-25 08:27,Morning,2025-10-25 12:16,Afternoon,2h 10m,1419,Boeing 737,25388,30,Cancelled,240
AI284,PIA,KHI,UET,2025-10-10 16:41,Afternoon,2025-10-10 17:56,Evening,2h 23m,848,ATR 72,41899,15,On-Time,240
FL711,PIA,MUX,LHE,2025-10-24 16:25,Afternoon,2025-10-24 20:29,Evening,3h 12m,971,Boeing 737,32980,120,On-Time,240
AI231,SereneAir,MUX,ISB,2025-10-16 10:46,Morning,2025-10-16 13:11,Afternoon,2h 34m,1363,Airbus A320,48618,30,Delayed,244
SE237,AirBlue,LHE,MUX,2025-10-19 06:04,Morning,2025-10-19 07:41,Morning,4h 16m,480,Airbus A321,50835,0,Cancelled,290
FL679,SereneAir,SKZ,ISB,2025-10-21 11:00,Morning,2025-10-21 12:00,Afternoon,3h 35m,657,Airbus A320,22119,60,Cancelled,244
AI384,FlyJinnah,KHI,PEW,2025-10-16 05:48,Morning,2025-10-16 07:58,Morning,4h 28m,1439,Airbus A320,44426,15,Cancelled,257
AI286,FlyJinnah,ISB,SKZ,2025-10-20 05:40,Morning,2025-10-20 07:45,Morning,4h 31m,1291,Airbus A321,22714,30,Delayed,257
AI749,FlyJinnah,KHI,UET,2025-10-17 15:12,Afternoon,2025-10-17 19:19,Evening,1h 0m,1287,ATR 72,52545,5,Delayed,257
FL614,FlyJinnah,LHE,MUX,2025-10-02 06:18,Morning,2025-10-02 10:27,Morning,2h 1m,927,Airbus A320,50991,30,Cancelled,257
SE842,PIA,PEW,LYP,2025-10-11 21:24,Night,2025-10-11 23:10,Night,2h 58m,924,ATR 72,30626,60,On-Time,240
PI302,PIA,UET,KHI,2025-10-22 18:22,Evening,2025-10-22 23:17,Night,2h 29m,340,Airbus A320,15916,0,Cancelled,240
FL239,FlyJinnah,PEW,SKZ,2025-10-23 23:15,Night,2025-10-24 02:56,Night,4h 43m,986,ATR 72,28788,60,Cancelled,257
AI632,AirBlue,LYP,PEW,2025-10-17 18:17,Evening,2025-10-17 20:52,Evening,4h 46m,1152,ATR 72,15070,30,On-Time,290
AI949,AirSial,UET,LHE,2025-10-24 22:19,Night,2025-10-24 23:58,Night,1h 50m,358,ATR 72,41690,0,On-Time,280
FL677,SereneAir,UET,MUX,2025-10-30 16:23,Afternoon,2025-10-30 19:01,Evening,4h 19m,928,ATR 72,23712,120,On-Time,244
FL586,FlyJinnah,LHE,KHI,2025-10-07 15:12,Afternoon,2025-10-07 19:24,Evening,1h 47m,337,ATR 72,50881,120,On-Time,257
AI901,FlyJinnah,ISB,LHE,2025-10-19 15:17,Afternoon,2025-10-19 18:02,Evening,3h 39m,1209,Airbus A320,54308,120,On-Time,257
AI956,PIA,UET,SKZ,2025-10-17 23:59,Night,2025-10-18 02:20,Night,2h 32m,456,Airbus A321,22255,120,On-Time,240
PI983,AirBlue,MUX,LHE,2025-10-16 19:08,Evening,2025-10-16 23:16,Night,3h 2m,1159,Airbus A321,35234,120,Cancelled,290
AI374,PIA,LYP,KHI,2025-10-01 02:22,Night,2025-10-01 06:28,Morning,3h 4m,728,Airbus A320,29073,60,Delayed,240
FL716,AirSial,LHE,KHI,2025-10-17 18:30,Evening,2025-10-17 23:19,Night,2h 24m,795,Airbus A321,24882,30,On-Time,280
FL464,FlyJinnah,UET,SKZ,2025-10-09 08:30,Morning,2025-10-09 10:02,Morning,3h 7m,1413,ATR 72,54218,30,On-Time,257
PI681,PIA,LHE,UET,2025-10-18 22:55,Night,2025-10-19 02:18,Night,1h 5m,993,ATR 72,19612,30,Delayed,240
PI223,FlyJinnah,LHE,PEW,2025-10-14 04:38,Night,2025-10-14 07:44,Morning,2h 46m,700,ATR 72,41657,0,Cancelled,257
SE169,AirBlue,UET,PEW,2025-10-18 04:42,Night,2025-10-18 09:01,Morning,2h 33m,332,Airbus A320,13216,120,On-Time,290
SE236,AirBlue,PEW,KHI,2025-10-26 00:32,Night,2025-10-26 02:21,Night,1h 21m,320,ATR 72,34997,60,Cancelled,290
AI736,SereneAir,LHE,LYP,2025-10-14 00:34,Night,2025-10-14 03:29,Night,3h 21m,1125,Boeing 737,51670,120,Cancelled,244
SE750,PIA,LHE,PEW,2025-10-25 00:39,Night,2025-10-25 03:16,Night,1h 9m,826,Boeing 737,35545,15,Delayed,240
PI173,AirSial,PEW,MUX,2025-10-17 14:35,Afternoon,2025-10-17 19:05,Evening,2h 17m,1183,Boeing 737,30782,5,Cancelled,280
AI172,AirBlue,UET,SKZ,2025-10-19 21:55,Night,2025-10-19 23:03,Night,1h 34m,423,Boeing 737,29440,5,Delayed,290
AI299,AirSial,MUX,LYP,2025-10-15 21:05,Night,2025-10-16 00:05,Night,3h 54m,1294,ATR 72,36043,5,Cancelled,280
AI843,FlyJinnah,SKZ,ISB,2025-10-07 22:21,Night,2025-10-08 01:22,Night,4h 35m,1065,Airbus A320,32621,5,Delayed,257
PI466,AirBlue,LHE,KHI,2025-10-07 21:00,Night,2025-10-07 22:47,Night,2h 56m,1058,Boeing 737,15390,15,On-Time,290
SE590,AirBlue,SKZ,MUX,2025-10-26 13:27,Afternoon,2025-10-26 17:59,Evening,4h 7m,940,Boeing 737,36860,60,Delayed,290
PI977,AirBlue,UET,KHI,2025-10-15 18:18,Evening,2025-10-15 23:00,Night,2h 11m,902,Airbus A320,16418,15,Cancelled,290
FL159,PIA,KHI,LHE,2025-10-30 15:25,Afternoon,2025-10-30 17:51,Evening,3h 29m,364,Boeing 737,24746,120,Delayed,240
AI947,AirSial,SKZ,KHI,2025-10-30 16:45,Afternoon,2025-10-30 18:58,Evening,2h 33m,1400,Airbus A320,12424,0,On-Time,280
SE907,SereneAir,LYP,LHE,2025-10-04 06:03,Morning,2025-10-04 10:21,Morning,4h 28m,1193,ATR 72,40431,0,Cancelled,244
AI290,PIA,LHE,SKZ,2025-10-01 03:16,Night,2025-10-01 05:05,Morning,2h 47m,424,Boeing 737,52511,5,Cancelled,240
AI797,PIA,UET,LYP,2025-10-02 03:45,Night,2025-10-02 07:56,Morning,3h 2m,1309,Boeing 737,19185,15,On-Time,240
SE316,FlyJinnah,ISB,LYP,2025-10-28 13:38,Afternoon,2025-10-28 15:12,Afternoon,3h 48m,445,Boeing 737,39404,0,On-Time,257
FL930,FlyJinnah,KHI,LYP,2025-10-16 00:17,Night,2025-10-16 04:05,Night,3h 15m,1332,Airbus A320,21641,0,Delayed,257
SE535,AirBlue,SKZ,UET,2025-10-22 11:21,Morning,2025-10-22 15:53,Afternoon,3h 34m,1155,Airbus A320,38172,60,On-Time,290
AI161,AirBlue,LHE,ISB,2025-10-14 14:59,Afternoon,2025-10-14 16:32,Afternoon,4h 51m,673,Boeing 737,33286,0,On-Time,290
FL594,AirBlue,PEW,MUX,2025-10-20 18:08,Evening,2025-10-20 20:48,Evening,4h 58m,311,Airbus A320,19538,30,On-Time,290
PI753,SereneAir,ISB,UET,2025-10-18 08:07,Morning,2025-10-18 11:18,Morning,3h 49m,911,Boeing 737,31649,0,Cancelled,244
PI713,AirSial,ISB,UET,2025-10-16 06:34,Morning,2025-10-16 10:06,Morning,4h 36m,813,Airbus A320,54943,0,Delayed,280
PI352,AirBlue,PEW,LYP,2025-10-01 08:06,Morning,2025-10-01 10:29,Morning,2h 15m,319,ATR 72,19430,15,Cancelled,290
PI246,AirBlue,PEW,MUX,2025-10-20 02:46,Night,2025-10-20 07:21,Morning,2h 50m,1042,Airbus A321,43912,120,Cancelled,290
FL131,AirBlue,SKZ,LHE,2025-10-27 06:30,Morning,2025-10-27 08:43,Morning,2h 54m,1307,ATR 72,47469,0,On-Time,290
AI909,PIA,SKZ,ISB,2025-10-10 08:39,Morning,2025-10-10 10:12,Morning,1h 25m,477,Boeing 737,19884,120,Delayed,240
AI776,AirBlue,ISB,SKZ,2025-10-20 19:18,Evening,2025-10-20 21:53,Night,2h 51m,1267,Boeing 737,53256,15,Cancelled,290
AI972,AirBlue,LHE,MUX,2025-10-25 03:28,Night,2025-10-25 07:41,Morning,1h 24m,1348,Boeing 737,17320,5,Delayed,290
AI946,SereneAir,MUX,ISB,2025-10-11 10:46,Morning,2025-10-11 13:45,Afternoon,1h 30m,1222,Airbus A321,12664,60,Cancelled,244
SE533,PIA,PEW,SKZ,2025-10-03 06:10,Morning,2025-10-03 08:11,Morning,4h 26m,726,Airbus A320,25132,120,Cancelled,240
AI109,AirBlue,ISB,UET,2025-10-07 17:55,Evening,2025-10-07 20:36,Evening,4h 27m,1190,Airbus A320,37370,30,Cancelled,290
AI146,PIA,LHE,MUX,2025-10-13 09:28,Morning,2025-10-13 10:58,Morning,1h 31m,1439,Airbus A321,32491,30,Delayed,240
FL663,FlyJinnah,SKZ,LYP,2025-10-21 03:54,Night,2025-10-21 06:51,Morning,1h 38m,494,Airbus A321,36947,30,Cancelled,257
AI344,AirSial,PEW,ISB,2025-10-09 21:00,Night,2025-10-09 23:02,Night,4h 20m,509,Airbus A321,16825,60,Delayed,280
FL570,SereneAir,UET,ISB,2025-10-20 05:34,Morning,2025-10-20 10:16,Morning,1h 50m,1433,ATR 72,43615,30,On-Time,244
PI845,AirBlue,LHE,KHI,2025-10-17 20:18,Evening,2025-10-18 00:48,Night,2h 43m,372,Airbus A321,37308,15,Delayed,290
AI329,FlyJinnah,KHI,ISB,2025-10-20 06:20,Morning,2025-10-20 09:19,Morning,1h 36m,420,Airbus A321,31731,0,On-Time,257
PI964,PIA,KHI,SKZ,2025-10-17 14:35,Afternoon,2025-10-17 16:07,Afternoon,2h 39m,1400,ATR 72,49357,120,Cancelled,240
AI461,SereneAir,LYP,LHE,2025-10-24 00:37,Night,2025-10-24 02:15,Night,1h 6m,1002,ATR 72,37963,120,On-Time,244
PI877,PIA,LYP,SKZ,2025-10-03 23:10,Night,2025-10-04 01:24,Night,1h 38m,694,ATR 72,31571,5,Cancelled,240
SE885,FlyJinnah,MUX,ISB,2025-10-19 10:10,Morning,2025-10-19 12:50,Afternoon,4h 43m,567,ATR 72,32859,30,Delayed,257
AI729,AirBlue,KHI,SKZ,2025-10-06 08:56,Morning,2025-10-06 11:48,Morning,1h 21m,1087,Boeing 737,41384,0,Cancelled,290
PI881,AirBlue,KHI,LYP,2025-10-22 23:59,Night,2025-10-23 03:56,Night,3h 35m,628,Airbus A321,45328,0,On-Time,290
PI835,AirBlue,ISB,KHI,2025-10-02 16:49,Afternoon,2025-10-02 18:50,Evening,1h 49m,820,Boeing 737,15314,30,Delayed,290
SE709,FlyJinnah,PEW,LHE,2025-10-22 11:12,Morning,2025-10-22 15:55,Afternoon,2h 55m,1101,Boeing 737,32774,30,Delayed,257
SE544,AirBlue,KHI,SKZ,2025-10-17 18:09,Evening,2025-10-17 20:34,Evening,3h 49m,1104,Airbus A320,50136,120,On-Time,290
AI519,PIA,ISB,PEW,2025-10-14 04:15,Night,2025-10-14 06:54,Morning,1h 57m,408,Boeing 737,50918,5,On-Time,240
